lead_id,name,email,company,industry,lead_source,lead_score,engagement_score,page_views,email_opens,time_on_site_minutes,converted,conversion_probability,days_in_pipeline,last_activity_date
LEAD-00697,Vincent Jones,grossashley@barber-rodriguez.biz,Graham-Holmes,Retail,paid_search,42.9,66.4,7,19,31.7,False,0.359,43,2026-03-13
LEAD-00698,Amanda Pollard,christina11@perez-white.com,"Hernandez, Rodriguez and James",Healthcare,referral,8.7,18.8,25,19,9.8,False,0.022,72,2026-02-08
LEAD-00699,Sylvia Giles,cmartinez@rodriguez.com,Hess LLC,Media,content_download,22.6,34.7,37,5,32.0,False,0.452,64,2026-02-24
LEAD-00700,Linda Stewart,stantonjanice@moore.com,Bass-Baker,Education,content_download,22.1,18.0,25,5,8.5,False,0.119,66,2026-03-17
LEAD-00701,Michael Meza,aaron24@schmitt.com,Lewis-Hanna,Media,social,19.4,27.1,13,2,3.9,False,0.394,45,2026-02-12
LEAD-00702,Matthew Soto,wesley71@nixon.biz,Vaughn PLC,Fintech,content_download,56.5,54.1,17,6,24.5,False,0.467,18,2026-02-07
LEAD-00703,Brian Warren,ucoleman@ramirez-holmes.com,Dixon Group,SaaS,referral,17.4,22.4,21,14,27.3,False,0.199,13,2026-03-20
LEAD-00704,Thomas Mendez,morserachel@reynolds.biz,Myers-Cole,Education,demo_request,19.0,0.0,42,9,11.7,False,0.256,78,2026-03-09
LEAD-00705,James Chen,tdougherty@george.com,"Vasquez, Riggs and Evans",Education,demo_request,41.5,36.2,8,18,31.9,False,0.461,49,2026-03-24
LEAD-00706,David Rivas,dana44@cooper-murray.com,Watts Ltd,Manufacturing,content_download,63.4,80.3,37,20,17.6,False,0.45,82,2026-03-10
LEAD-00707,Craig Jackson,cynthiathompson@carrillo-thomas.com,Saunders-Simmons,Healthcare,webinar,70.7,92.1,18,0,43.5,True,0.7,19,2026-02-26
LEAD-00708,Nicholas Welch,victortorres@townsend.com,Burton-Holland,Media,referral,13.4,28.8,43,2,38.0,False,0.0,58,2026-02-13
LEAD-00709,Amanda Johnson,atkinsonjesus@nguyen-rosales.org,Howard-Sexton,Healthcare,content_download,37.2,28.6,41,13,24.0,False,0.261,1,2026-03-20
LEAD-00710,Carrie Good MD,kevinhuber@sanchez.com,Schroeder PLC,Media,organic_search,30.1,44.3,21,3,40.4,False,0.442,20,2026-03-25
LEAD-00711,Pamela Cabrera,tlambert@valenzuela.com,"Mendez, Smith and Harris",Manufacturing,organic_search,15.8,0.0,42,3,35.7,False,0.129,25,2026-03-12
LEAD-00712,Angel Carr,emily70@rocha.com,Kelly PLC,E-commerce,content_download,7.5,11.7,35,13,20.7,False,0.041,3,2026-02-05
LEAD-00713,Sara Lewis,john42@jones.biz,Williams-Parsons,Media,social,18.7,15.4,38,3,12.7,False,0.369,48,2026-03-03
LEAD-00714,Kyle Gilmore,andrew79@martinez.com,Rios PLC,Retail,referral,55.4,77.1,5,19,18.7,False,0.504,52,2026-03-21
LEAD-00715,Amy Newman,kenneth00@stevens.com,Byrd LLC,Media,content_download,5.1,0.0,25,0,43.6,False,0.0,43,2026-03-05
LEAD-00716,Brianna Day,angelaflowers@thompson.biz,Butler-Perez,SaaS,content_download,16.9,0.0,18,7,12.6,False,0.132,1,2026-02-04
LEAD-00717,David Francis,mmorgan@hancock.com,Rodriguez-Jefferson,E-commerce,organic_search,30.0,12.7,12,12,29.6,False,0.26,44,2026-02-13
LEAD-00718,Steven Anderson,anthonybennett@cross-oneal.com,Hunter and Sons,Media,referral,30.2,22.0,45,9,21.0,False,0.258,54,2026-03-16
LEAD-00719,Amy Crawford,hannahbarber@odonnell-wiggins.com,"Mitchell, Wells and Sanchez",Retail,social,22.0,25.5,48,14,39.8,False,0.208,18,2026-03-23
LEAD-00720,Shawn Anderson,kowen@torres.org,"Bender, Daniels and Lopez",Media,referral,16.7,0.0,20,2,34.5,False,0.0,44,2026-02-22
LEAD-00721,Michael Johnson,edward00@evans.org,Wilson-Juarez,SaaS,referral,24.0,22.6,34,10,27.8,False,0.206,20,2026-03-12
LEAD-00722,Frank Ramirez,arielhuff@griffith.org,"James, Mahoney and Bray",Healthcare,paid_search,15.3,30.3,4,19,35.4,False,0.036,55,2026-03-08
LEAD-00723,Sarah Lewis,laurie00@powers.com,Larson Ltd,Fintech,organic_search,7.2,12.0,20,15,28.8,False,0.0,54,2026-02-12
LEAD-00724,Jaclyn Steele,fkirby@francis.com,Cox-Ball,E-commerce,demo_request,51.5,43.2,25,10,10.3,False,0.684,60,2026-03-14
LEAD-00725,Barbara Cooke,brownmichael@young-clark.net,Jenkins LLC,Healthcare,demo_request,23.4,25.7,1,10,9.6,False,0.296,38,2026-03-21
LEAD-00726,Becky Miller,triley@tran.info,Ellis Inc,Fintech,webinar,30.2,64.5,39,0,42.8,False,0.398,68,2026-02-17
LEAD-00727,Michael Franklin,paula89@durham.com,"Mosley, Parsons and Thompson",E-commerce,content_download,12.0,22.3,27,4,26.3,False,0.2,8,2026-03-09
LEAD-00728,Terry Lewis,mhartman@osborne.com,Schneider PLC,Retail,organic_search,5.4,0.0,23,1,21.8,False,0.135,7,2026-02-08
LEAD-00729,Jennifer Ferguson,jgrant@neal.com,Sandoval-Tyler,Retail,referral,28.5,15.9,8,12,27.4,False,0.161,29,2026-01-30
LEAD-00730,Jessica Raymond,barry66@watkins.net,Church-Rojas,Retail,demo_request,17.7,33.2,30,1,15.3,False,0.124,8,2026-03-17
LEAD-00731,Scott Carter,kmitchell@harris.com,James-Walsh,Education,organic_search,26.9,24.4,8,14,29.7,False,0.252,74,2026-03-19
LEAD-00732,Vincent Jackson,corywilliams@steele.biz,Jackson Ltd,Media,referral,29.6,32.3,39,13,30.5,False,0.358,14,2026-03-02
LEAD-00733,Krista Camacho,brookedavis@ross-gonzalez.com,Navarro-Allen,Education,referral,44.2,30.0,29,1,25.8,False,0.485,80,2026-03-17
LEAD-00734,Angela Santiago,erin44@johnson.com,Briggs-Hines,Retail,content_download,19.0,48.9,4,17,21.0,False,0.229,79,2026-03-10
LEAD-00735,Julie Carter,rachel51@clark.com,Walker-Glover,Retail,demo_request,39.2,13.7,5,4,7.2,False,0.385,66,2026-02-18
LEAD-00736,Christina Cook,steven86@baxter-chavez.com,Wilcox LLC,Healthcare,organic_search,46.3,52.3,33,15,24.6,False,0.606,40,2026-01-28
LEAD-00737,William Patterson,mayerbarbara@howard.com,Miller-Williams,Media,referral,42.7,33.2,37,17,23.1,False,0.399,65,2026-03-16
LEAD-00738,Jacqueline Villarreal,derekhines@crawford-glenn.com,White LLC,Fintech,social,13.1,16.8,50,6,20.8,False,0.209,80,2026-01-27
LEAD-00739,Sara Gonzalez,gmeyer@flores.com,Smith Inc,Retail,webinar,9.4,16.8,48,12,24.4,False,0.018,56,2026-03-20
LEAD-00740,Brittney Winters,ogarcia@schmidt.com,"Lewis, Rhodes and Welch",Fintech,referral,35.0,46.5,17,16,8.8,False,0.471,90,2026-02-09
LEAD-00741,Keith Hunter,angelicachase@ferguson.biz,Smith-Abbott,Healthcare,organic_search,53.5,57.8,50,1,25.9,False,0.633,57,2026-02-02
LEAD-00742,Ivan Fisher,garciaanthony@jordan.com,Jenkins LLC,E-commerce,social,13.4,33.4,17,15,36.7,False,0.212,76,2026-03-24
LEAD-00743,Felicia Parks,garyrodriguez@brennan-rogers.com,Vaughan-Harris,Manufacturing,organic_search,13.1,0.0,8,6,38.4,False,0.218,28,2026-02-15
LEAD-00744,Lucas Lara,ashley13@taylor-mata.info,"Clements, Mcbride and Logan",Retail,referral,36.2,45.4,10,2,3.4,False,0.181,42,2026-02-28
LEAD-00745,David Vasquez,bryan82@kim-rich.com,Reyes PLC,Retail,referral,35.9,76.5,49,16,43.5,False,0.343,36,2026-02-05
LEAD-00746,John Saunders,amanda36@nichols.com,Martinez-Mueller,SaaS,webinar,17.1,27.8,11,17,8.6,False,0.0,38,2026-01-28
LEAD-00747,Douglas Smith,lcollins@singleton-ali.info,Griffin-Brewer,Retail,social,43.2,55.6,39,20,37.4,False,0.442,16,2026-02-23
LEAD-00748,Ethan Fletcher,dannyboone@robinson-hooper.com,Chang LLC,Healthcare,referral,18.2,22.0,6,13,35.7,False,0.258,8,2026-02-26
LEAD-00749,Teresa Mullen,lori50@hammond.com,Collins Ltd,Education,content_download,26.2,16.9,41,5,30.0,False,0.335,28,2026-03-03
LEAD-00750,Joshua Bates,heather99@norris-robinson.info,Carter-Wilkerson,E-commerce,social,35.4,51.0,37,13,28.9,False,0.189,61,2026-02-02
LEAD-00751,Brandon Morgan,daniellestone@weeks.com,Coleman Group,E-commerce,demo_request,21.4,7.4,15,3,39.7,False,0.328,79,2026-02-08
LEAD-00752,Misty Mccann,yfisher@fisher-moore.com,Meyers-Welch,E-commerce,social,32.3,47.5,7,16,32.9,False,0.312,31,2026-02-17
LEAD-00753,Crystal Werner,fwyatt@scott-bradford.com,"Kemp, Sutton and King",Retail,demo_request,20.1,13.3,38,0,1.7,False,0.167,57,2026-03-23
LEAD-00754,Bryan Ingram,meyervalerie@barrera.com,Dean and Sons,Education,referral,75.5,95.9,47,9,13.0,True,0.702,34,2026-02-27
LEAD-00755,Kayla Woods,calhountodd@blair.com,Miller Inc,SaaS,demo_request,25.9,19.4,23,17,3.4,False,0.354,13,2026-03-09
LEAD-00756,Douglas Graham,colin84@hicks-romero.org,Fox-Hunt,Healthcare,webinar,39.2,23.5,17,4,22.5,False,0.496,73,2026-02-24
LEAD-00757,Jonathan Bush,wharvey@haynes-woods.com,Russo-Miller,E-commerce,demo_request,44.5,21.5,46,20,44.0,False,0.489,80,2026-03-25
LEAD-00758,Jennifer Holland,galvanbrianna@marsh.org,Davis-Ryan,Fintech,referral,4.8,7.2,35,19,2.9,False,0.0,80,2026-02-14
LEAD-00759,Pamela Lambert,blong@maddox.com,Smith and Sons,Retail,content_download,2.4,0.6,4,20,19.3,False,0.05,67,2026-02-13
LEAD-00760,Teresa Rivera,wendyhumphrey@green.com,Williams Group,E-commerce,demo_request,56.2,53.3,19,9,38.8,False,0.603,55,2026-03-06
LEAD-00761,Brandon Drake,matthewcombs@greene-alvarez.com,Joseph Ltd,Retail,demo_request,16.6,21.3,47,12,4.8,False,0.145,62,2026-03-22
LEAD-00762,Michael Chaney,kristin92@garza.com,"Krueger, Daniels and Ross",Media,content_download,34.0,30.5,10,19,12.9,False,0.512,1,2026-02-08
LEAD-00763,Laura Jenkins,ohernandez@rogers.com,Christensen-Kaiser,Retail,demo_request,33.0,20.9,31,1,25.3,False,0.265,4,2026-02-17
LEAD-00764,Mrs. Natalie Michael,gabriellatorres@ray.com,Thompson Inc,Manufacturing,content_download,22.5,32.3,34,11,25.2,False,0.252,36,2026-01-29
LEAD-00765,Evelyn Livingston,brandon02@garcia-byrd.com,Sullivan LLC,SaaS,social,47.6,51.5,40,20,21.8,False,0.51,88,2026-02-12
LEAD-00766,Rebecca Sharp,chrisevans@hernandez.info,Pham PLC,Manufacturing,content_download,20.0,18.3,31,5,13.2,False,0.199,1,2026-03-13
LEAD-00767,Jennifer Kirk,ebowers@nash.com,"Thomas, Potts and Lynch",SaaS,paid_search,61.1,46.4,6,11,3.4,True,0.655,67,2026-02-04
LEAD-00768,Brian Taylor,amber21@peterson.com,Dennis Group,Retail,organic_search,34.7,21.9,29,11,26.7,False,0.313,78,2026-03-22
LEAD-00769,Bobby Thomas,batesjessica@willis-velasquez.org,Lyons-Dickson,Retail,paid_search,12.7,0.0,50,4,31.0,False,0.314,79,2026-02-25
LEAD-00770,James Jackson,hilltodd@stewart-vaughn.biz,"Graham, Houston and Leblanc",Education,content_download,34.2,17.6,30,13,12.2,False,0.417,13,2026-02-15
LEAD-00771,Jacob Potter,ddavis@thompson.org,"Ponce, Dickerson and Rios",Education,webinar,21.8,32.7,23,16,42.0,False,0.204,24,2026-03-25
LEAD-00772,Katherine Griffith,wsmith@walsh-smith.com,"Gonzales, Hensley and Hampton",Manufacturing,organic_search,24.1,9.0,39,18,2.2,False,0.427,2,2026-02-21
LEAD-00773,Clayton Wagner,stacy00@obrien.net,"Fischer, Fisher and Logan",Fintech,demo_request,14.0,28.8,26,7,9.9,False,0.27,80,2026-02-22
LEAD-00774,Trevor Bass,joan18@daniels-oconnor.com,"Curtis, Tucker and Nelson",Fintech,paid_search,10.1,14.5,29,15,31.5,False,0.065,61,2026-02-13
LEAD-00775,Aimee Griffith,garretttran@mason-johnson.com,Richardson-Cordova,SaaS,webinar,26.2,27.0,21,18,14.1,False,0.39,87,2026-03-14
LEAD-00776,Rachel Mitchell,ythornton@lewis-carpenter.com,"Ashley, Roberts and Smith",Fintech,referral,52.3,43.1,33,5,10.9,False,0.422,85,2026-03-16
LEAD-00777,Carl Thompson,qwood@taylor.biz,Goodwin-Schwartz,Manufacturing,content_download,56.8,68.9,24,8,9.3,False,0.658,36,2026-03-03
LEAD-00778,April Campbell,mitchell73@mitchell.com,"Bernard, Henderson and Thomas",Education,webinar,43.4,29.4,12,2,11.2,False,0.341,82,2026-02-19
LEAD-00779,Jeffrey Harris MD,olsonchad@thomas.net,"Rice, Chang and Nelson",SaaS,organic_search,30.7,53.2,8,10,29.3,False,0.229,44,2026-03-11
LEAD-00780,Cynthia Morrison,msalazar@barrett.com,"Cannon, Sanchez and Gonzalez",Media,referral,28.8,24.5,39,8,35.2,False,0.499,87,2026-02-14
LEAD-00781,Sabrina Spencer,andreahogan@carpenter.com,Clark-Harrell,Manufacturing,demo_request,24.0,20.0,7,6,28.2,False,0.192,47,2026-03-09
LEAD-00782,Ashley Cuevas,henry23@johnson-stokes.org,"Welch, Young and Daniels",Manufacturing,demo_request,6.1,0.0,16,5,40.8,False,0.079,27,2026-03-14
LEAD-00783,Mark Anderson,bennettzachary@powell.com,Wheeler PLC,Media,social,20.8,24.4,1,16,34.2,False,0.317,79,2026-03-01
LEAD-00784,James Moore,rickywelch@nichols.info,Alexander-Figueroa,Media,paid_search,27.1,40.5,8,14,14.7,False,0.274,22,2026-03-10
LEAD-00785,Kimberly Gutierrez,olambert@guzman.org,Howard PLC,Manufacturing,paid_search,15.9,20.3,44,7,7.1,False,0.01,31,2026-03-09
LEAD-00786,Jeffrey Herring,jeffward@tucker.com,Hughes Inc,Education,content_download,42.2,34.4,10,3,33.4,False,0.519,73,2026-02-17
LEAD-00787,Douglas Hawkins,yjimenez@rodriguez-herrera.org,Mendez Group,Manufacturing,demo_request,27.8,19.0,48,15,35.7,False,0.252,56,2026-03-05
LEAD-00788,Charles Turner,xallen@white-mcdonald.com,"Pierce, Alvarez and Hernandez",Manufacturing,referral,21.3,43.1,11,17,0.8,False,0.104,26,2026-03-05
LEAD-00789,Kelly Johnson,rtaylor@evans.com,"Hampton, Conner and Johnson",Healthcare,social,3.8,10.8,2,0,19.2,False,0.0,34,2026-03-24
LEAD-00790,Jessica Lam,kristendaugherty@salinas.com,Pitts PLC,Manufacturing,demo_request,56.4,50.4,21,16,2.5,False,0.522,40,2026-01-28
LEAD-00791,Perry Adkins,jennifer75@perez-mitchell.com,Esparza LLC,Fintech,webinar,8.9,20.2,19,1,21.7,False,0.24,87,2026-03-21
LEAD-00792,Mike Freeman,jbryant@thomas.com,Cross-Miller,Fintech,webinar,20.0,18.3,25,5,16.8,False,0.109,45,2026-02-26
LEAD-00793,Cynthia Johnson,tylertaylor@harmon-chase.info,Ballard-Terrell,Media,content_download,20.6,5.4,12,18,8.9,False,0.282,58,2026-03-26
LEAD-00794,Steven Kim,melissaholt@rodriguez-howard.net,Banks-Byrd,SaaS,demo_request,45.4,54.6,28,5,28.5,False,0.565,47,2026-02-06
LEAD-00795,Kelli Salas,kathleenblackwell@peterson-smith.com,Carr-Townsend,Media,content_download,50.5,49.6,14,12,1.4,False,0.515,8,2026-03-26
LEAD-00796,Tiffany Diaz,sarah39@moore.com,Acevedo-Morgan,Manufacturing,social,16.0,28.6,35,4,37.3,False,0.332,18,2026-02-15
LEAD-00797,Brendan Paul,joshua13@solis.com,Morales-Greene,Retail,paid_search,49.7,47.6,49,6,42.2,False,0.504,86,2026-02-15
LEAD-00798,Cynthia Miller,lsilva@olson.biz,"Wood, Brown and Franco",E-commerce,referral,52.2,72.6,30,11,38.3,False,0.563,9,2026-02-15
LEAD-00799,Brian Glover,aprilwashington@bush.com,Chavez and Sons,E-commerce,social,39.3,38.8,13,4,28.8,False,0.303,58,2026-01-28
LEAD-00800,Laura Burke,chadedwards@alexander.org,"Oneal, Sanders and Wagner",SaaS,demo_request,15.9,25.0,14,9,34.6,False,0.238,37,2026-02-17
LEAD-00801,Martin Tran,wardcharles@williams-reyes.com,"Walls, Manning and Duncan",Media,referral,38.3,16.5,22,12,38.4,False,0.376,70,2026-02-09
LEAD-00802,Amy Miles,julie89@nguyen-austin.net,Kelley LLC,Retail,paid_search,27.3,41.4,48,15,4.5,False,0.395,57,2026-02-21
LEAD-00803,Linda Allen,tgomez@jones-townsend.info,"Richard, Williams and Benton",Media,organic_search,1.4,21.7,34,0,38.8,False,0.0,89,2026-02-19
LEAD-00804,Elizabeth Kennedy,raymond23@hodge.com,Long-Smith,Manufacturing,paid_search,54.6,60.5,33,5,24.5,False,0.609,75,2026-02-24
LEAD-00805,James Rodriguez,trevinodillon@osborne.biz,Fuller-Heath,E-commerce,demo_request,61.5,50.2,12,4,29.6,False,0.688,29,2026-03-09
LEAD-00806,Sarah Greer,rollinschristina@phelps.biz,Washington-Vance,Retail,demo_request,37.2,63.5,22,14,31.1,False,0.362,47,2026-02-15
LEAD-00807,Karen Lyons,brandymcintosh@freeman-perez.com,"Bridges, Williams and Lee",Healthcare,demo_request,31.3,43.2,42,15,35.7,False,0.4,50,2026-02-09
LEAD-00808,Richard Parsons,bmorton@martinez.com,Jones-Duran,Education,demo_request,26.5,24.8,19,10,5.6,False,0.389,81,2026-02-24
LEAD-00809,Michael Perez,garcialisa@williams.com,Washington and Sons,Manufacturing,referral,35.4,33.8,10,5,7.3,False,0.361,70,2026-03-20
LEAD-00810,Daniel Chase,adrianescobar@sanchez.com,Henry Inc,Healthcare,demo_request,5.0,7.1,18,13,37.5,False,0.0,87,2026-02-15
LEAD-00811,Daniel Gonzalez,zacharybaker@pratt.com,Brandt-Solomon,Education,demo_request,13.3,23.8,9,18,25.7,False,0.139,50,2026-03-05
LEAD-00812,Joseph Adkins,samantha00@baldwin.org,"Bailey, Gilmore and Molina",E-commerce,paid_search,28.8,14.4,34,1,20.4,False,0.204,72,2026-03-19
LEAD-00813,John Watson,durhammelissa@walker-stephens.com,Fernandez-Castro,Retail,organic_search,26.0,31.3,47,13,25.9,False,0.272,84,2026-01-30
LEAD-00814,Jordan Levy,christine14@whitney.com,Nelson-Russell,Healthcare,webinar,19.4,1.5,39,8,15.6,False,0.112,5,2026-03-24
LEAD-00815,Glenda Rodriguez,johnsonmikayla@sellers-perry.com,Myers-Herrera,Healthcare,webinar,61.4,40.8,47,4,27.9,False,0.697,10,2026-03-02
LEAD-00816,Richard Estrada,kimberlyschultz@robinson-velazquez.info,Hamilton-Munoz,Retail,paid_search,31.9,12.7,38,16,45.0,False,0.322,49,2026-03-01
LEAD-00817,Amber Bates,juan23@garcia.biz,Dixon-Collins,SaaS,social,28.9,30.0,45,5,22.1,False,0.333,48,2026-02-05
LEAD-00818,Jenna Collins,anahall@joseph.com,"Brooks, Clark and Miller",Media,demo_request,13.2,32.6,7,1,11.4,False,0.264,84,2026-03-02
LEAD-00819,Curtis Byrd,michaelwilson@shah.com,Hunter-Wells,Healthcare,content_download,47.8,38.5,1,11,17.3,False,0.426,43,2026-02-23
LEAD-00820,William Lane,seangoodman@carrillo.com,Gallagher-Jones,Retail,paid_search,49.2,52.8,21,20,2.0,False,0.68,75,2026-03-06
LEAD-00821,Sierra Reed,elizabeth84@gonzalez.com,"Maldonado, Simpson and Smith",Retail,webinar,36.5,9.8,20,2,6.7,False,0.07,41,2026-03-10
LEAD-00822,Donald Grimes,chelseahernandez@barnes.com,Washington-Armstrong,Fintech,webinar,0.8,0.0,34,17,27.8,False,0.096,87,2026-01-31
LEAD-00823,Jonathon Sanchez,jose51@hunter.com,Cook-Miller,SaaS,content_download,34.6,28.6,36,16,34.3,False,0.461,67,2026-02-07
LEAD-00824,Jacob Anderson,jyoung@smith-estes.com,"Hayes, Macdonald and Santos",Retail,demo_request,6.5,21.7,2,16,3.6,False,0.116,1,2026-03-03
LEAD-00825,Thomas Torres,jason37@horne.com,Austin-Hill,Media,organic_search,25.3,28.2,19,19,33.6,False,0.033,27,2026-02-05
LEAD-00826,Tony Chaney,nicole33@coleman-bonilla.com,Cummings Inc,Retail,organic_search,32.0,16.2,16,13,23.3,False,0.52,65,2026-02-14
LEAD-00827,Mark Hunter,montgomerytony@brooks.com,Garcia-Aguilar,Manufacturing,webinar,31.1,24.6,43,16,13.2,False,0.267,35,2026-02-04
LEAD-00828,Scott Pearson,amanda38@mathews-reyes.com,Thompson-Long,Healthcare,demo_request,46.7,69.0,32,4,35.2,False,0.536,26,2026-02-02
LEAD-00829,Kelly Nichols,patriciastone@reyes.com,"Taylor, Mcdonald and Jackson",Fintech,referral,53.6,39.9,46,15,44.7,False,0.338,54,2026-02-13
LEAD-00830,Allison Wheeler,bryantandre@cummings-cruz.com,Smith-Johnson,Healthcare,demo_request,12.3,18.1,36,7,35.0,False,0.109,10,2026-01-26
LEAD-00831,Aaron Howard,craigchristina@miller.com,Thompson Ltd,E-commerce,content_download,6.0,0.0,33,1,36.1,False,0.0,30,2026-03-03
LEAD-00832,Zachary Morton,nwhite@walker-simmons.com,Green and Sons,Education,content_download,19.8,17.7,16,1,34.8,False,0.155,61,2026-02-09
LEAD-00833,Janice Williams,greenjesus@murphy.com,Todd-Sandoval,Media,social,7.6,13.2,50,12,23.3,False,0.275,34,2026-03-02
LEAD-00834,Daniel Sanford,michelle97@mack.com,Rhodes LLC,Fintech,organic_search,36.8,30.1,36,3,25.2,False,0.515,5,2026-03-26
LEAD-00835,Elizabeth Fisher,tholloway@bishop.info,Mcdonald Inc,E-commerce,demo_request,28.2,22.1,34,15,12.9,False,0.246,22,2026-02-25
LEAD-00836,Matthew Allen,ycarter@franklin.com,Richardson-Collins,E-commerce,content_download,24.5,14.0,45,7,5.2,False,0.29,21,2026-01-30
LEAD-00837,Vanessa Moore,sandra26@williams.net,"Andrews, White and Lopez",Retail,social,19.6,59.1,40,14,14.3,False,0.416,1,2026-02-20
LEAD-00838,Samuel Lynch,amandacarlson@turner.com,Nguyen Ltd,Healthcare,organic_search,16.5,33.3,9,6,5.3,False,0.036,10,2026-03-13
LEAD-00839,John Thompson,cindy75@diaz-garcia.net,"Nunez, Williamson and Cook",Media,webinar,35.3,61.6,8,14,35.5,False,0.341,3,2026-03-09
LEAD-00840,Cole Henry,dreed@clark.com,Jackson Ltd,Healthcare,demo_request,67.7,60.3,9,15,38.6,True,0.56,68,2026-02-01
LEAD-00841,Mathew Cantu,nkelly@waters.com,Mclaughlin-Lewis,E-commerce,demo_request,2.1,0.0,6,17,14.6,False,0.0,22,2026-02-27
LEAD-00842,Reginald Rivera,groberts@joseph.net,Hoffman and Sons,SaaS,referral,13.8,1.6,14,0,38.6,False,0.132,15,2026-03-02
LEAD-00843,Sean Lewis,sharonnorris@thompson-brown.com,Gonzalez-Mercer,Retail,social,40.9,27.4,9,14,8.0,False,0.305,51,2026-03-03
LEAD-00844,Samuel Bentley,ubenton@bowman.com,"Scott, Garcia and Howard",E-commerce,webinar,28.3,29.6,37,3,0.9,False,0.104,45,2026-02-26
LEAD-00845,Brian Gardner,williamsjason@martin.com,Perkins LLC,Healthcare,organic_search,27.4,38.8,3,0,43.8,False,0.3,9,2026-02-05
LEAD-00846,Scott Butler,derekhernandez@pruitt-garcia.com,Ortiz and Sons,Media,webinar,40.7,0.0,43,5,34.2,False,0.527,9,2026-02-07
LEAD-00847,Zachary Anderson,joseph37@rogers.com,Martinez-Williamson,Healthcare,referral,10.5,0.0,41,5,7.4,False,0.001,70,2026-03-14
LEAD-00848,Jessica Pierce,cannonsusan@martinez.com,Henderson LLC,SaaS,organic_search,13.3,33.1,14,14,43.0,False,0.138,23,2026-02-13
LEAD-00849,Christopher Parks,matthewmcguire@bishop-williams.com,"Hughes, Fitzgerald and Thornton",SaaS,demo_request,30.5,27.5,37,20,40.0,False,0.349,12,2026-02-03
LEAD-00850,Shawn Peterson,bradleyjohn@warner.com,Peterson-Taylor,Education,organic_search,48.4,51.1,5,8,17.8,False,0.513,50,2026-03-21
LEAD-00851,Jessica Osborne,lsmith@rivera.com,"Aguilar, Smith and Salazar",E-commerce,demo_request,50.1,49.6,46,7,36.8,False,0.583,5,2026-03-26
LEAD-00852,Katie Spence,alexander86@hurley-esparza.org,"Lawson, Robinson and Warren",Media,paid_search,76.2,74.3,32,5,2.1,False,0.67,37,2026-02-05
LEAD-00853,Dr. Barbara Kline DDS,hnelson@young.com,"Dominguez, Smith and Thomas",Manufacturing,organic_search,34.7,44.9,45,18,43.0,False,0.313,1,2026-02-03
LEAD-00854,Brian Charles,april63@clark-harris.com,Johnson-Wagner,Retail,content_download,32.6,31.3,14,11,10.7,False,0.176,27,2026-03-24
LEAD-00855,Jennifer Hamilton,ilamb@li-whitaker.com,Jones Group,Manufacturing,organic_search,36.9,26.4,8,12,32.1,False,0.39,54,2026-02-10
LEAD-00856,Amy Lambert,wgomez@torres.com,Clark-Austin,Fintech,social,30.9,56.7,5,1,14.4,False,0.379,74,2026-03-06
LEAD-00857,Melinda Roberts,christianmorgan@simpson-alvarado.com,"Brown, Guerrero and Thomas",Education,referral,24.7,0.0,8,15,11.4,False,0.208,47,2026-02-27
LEAD-00858,Amanda Knapp,amy97@lopez.com,Valenzuela-Lopez,E-commerce,demo_request,50.7,52.3,47,10,5.0,False,0.607,29,2026-02-20
LEAD-00859,Patricia Jackson,jacksonjasmine@hamilton.com,"Woodard, Rodriguez and Williams",Fintech,organic_search,40.7,43.5,38,12,20.2,False,0.323,8,2026-02-21
LEAD-00860,Kenneth Melton,stewartlauren@mcgee-carter.com,Grant Inc,Fintech,social,46.5,34.1,1,15,14.3,False,0.454,82,2026-02-02
LEAD-00861,Megan Mendoza,jennifer96@bowers.com,Jackson Group,Healthcare,social,46.5,66.6,37,20,30.8,False,0.212,54,2026-02-24
LEAD-00862,Francisco Adams,hollysingh@mitchell.org,"Sanders, Boone and Martinez",Manufacturing,paid_search,40.0,34.5,16,18,2.7,False,0.462,50,2026-01-28
LEAD-00863,Angela Campbell,devon39@miles.net,"Rogers, Garrett and Chavez",Healthcare,content_download,10.3,7.8,34,11,21.9,False,0.222,26,2026-03-08
LEAD-00864,Cassandra Carroll,martinkristopher@price-walls.com,"Williams, Brock and Smith",E-commerce,webinar,61.1,50.6,21,16,1.4,True,0.674,2,2026-01-26
LEAD-00865,Sarah Matthews,lawsonemily@delacruz-garcia.com,"Jones, Harrison and Banks",SaaS,demo_request,44.1,66.3,36,9,5.0,False,0.445,19,2026-02-17
LEAD-00866,Anthony Lambert,paula37@wells.com,Hines-Mccall,Retail,referral,9.4,28.3,24,1,4.6,False,0.181,40,2026-03-20
LEAD-00867,Randy Gonzalez,vasquezaustin@morris.com,Smith and Sons,Retail,webinar,25.0,20.1,16,20,5.9,False,0.21,51,2026-02-27
LEAD-00868,Laura Morton,sean41@bradshaw.com,Kelly PLC,Manufacturing,organic_search,15.5,14.7,2,7,26.2,False,0.092,82,2026-03-07
LEAD-00869,Lisa Benitez,eric66@miller.com,Watkins PLC,Manufacturing,demo_request,37.9,48.1,24,16,32.4,False,0.319,38,2026-01-28
LEAD-00870,Maria Delgado MD,wrightmichael@davidson-gonzalez.biz,Crawford-Clark,Education,content_download,65.3,54.6,11,1,4.8,True,0.724,14,2026-02-24
